Date,Description,Amount,Category
2025-09-02,transaction at hotstar,580.52,Entertainment
2025-08-30,transaction at tneb,5814.86,Bills
2025-10-08,transaction at nature's basket,2091.85,Grocery
2025-09-25,transaction at mcdonalds,1168.67,Food
2025-04-18,transaction at mi store,135013.48,Electronics
2025-02-03,transaction at property tax online,4963.66,Bills
2025-09-26,transaction at hp world,89771.51,Electronics
2025-04-01,transaction at flipkart,8923.43,Online Shopping
2025-12-04,transaction at youtube premium,571.25,Entertainment
2025-05-01,transaction at mi store,52876.14,Electronics
2025-07-01,transaction at tneb,5387.3,Bills
2025-12-03,transaction at reliance fresh,1043.15,Grocery
2025-02-04,transaction at hp world,17150.19,Electronics
2025-01-08,transaction at aster,9836.8,Healthcare
2025-12-26,transaction at tsrtc,255.94,Transport
2025-07-15,transaction at levis,6472.55,Clothing
2025-11-07,transaction at rapido,1461.28,Transport
2025-02-28,transaction at spotify,542.49,Entertainment
2025-01-06,transaction at zee5,889.64,Entertainment
2025-06-29,transaction at spotify,274.84,Entertainment
2025-03-14,transaction at booking.com,20138.79,Travel
2025-12-26,transaction at nykaa,12502.98,Online Shopping
2025-07-16,transaction at adidas,2955.93,Clothing
2025-05-25,transaction at gaana,244.2,Entertainment
2025-07-19,transaction at goibibo,20404.24,Travel
2025-01-08,transaction at fortis,4313.28,Healthcare
2025-01-19,transaction at pharmeasy,18988.72,Healthcare
2025-08-11,transaction at nilgiris,4079.37,Grocery
2025-03-18,transaction at tsrtc,1076.4,Transport
2025-04-01,transaction at jio fiber,3938.66,Bills
2025-10-18,transaction at vistara,6502.89,Travel
2025-09-10,transaction at star bazaar,1450.74,Grocery
2025-08-03,transaction at gaana,665.43,Entertainment
2025-05-11,transaction at croma,22031.05,Electronics
2025-04-07,transaction at flipkart,14998.43,Online Shopping
2025-07-25,transaction at boat lifestyle,140136.15,Electronics
2025-05-05,transaction at oyo,16908.45,Travel
2025-03-12,transaction at dominos,640.21,Food
2025-04-17,transaction at aster,595.03,Healthcare
2025-02-13,transaction at jio fiber,250.58,Bills
2025-04-26,transaction at barbeque nation,799.35,Food
2025-10-09,transaction at zee5,996.44,Entertainment
2025-05-24,transaction at reliance fresh,2095.95,Grocery
2025-02-26,transaction at netmeds,12736.28,Healthcare
2025-09-02,transaction at lenskart,18399.14,Online Shopping
2025-03-28,transaction at snapdeal,4568.44,Online Shopping
2025-05-23,transaction at apollo pharmacy,8224.19,Healthcare
2025-12-14,transaction at nature's basket,4812.56,Grocery
2025-02-18,transaction at more supermarket,2737.33,Grocery
2025-05-05,transaction at dell exclusive,11715.27,Electronics
2025-12-13,transaction at netmeds,13949.88,Healthcare
2025-04-29,transaction at puma,2905.73,Clothing
2025-01-07,transaction at starbucks,994.92,Food
2025-09-13,transaction at irctc,29064.27,Travel
2025-09-13,transaction at myntra,13488.98,Online Shopping
2025-11-13,transaction at ajio,6414.89,Online Shopping
2025-11-06,transaction at levis,7136.27,Clothing
2025-04-01,transaction at yulu bikes,721.93,Transport
2025-11-05,transaction at reliance fresh,3825.55,Grocery
2025-06-24,transaction at spotify,705.51,Entertainment
2025-05-26,transaction at pantaloons,6237.02,Clothing
2025-10-11,transaction at zee5,300.07,Entertainment
2025-11-26,transaction at bmtc,1475.04,Transport
2025-08-03,transaction at woodland,4993.45,Clothing
2025-04-19,transaction at snapdeal,13227.06,Online Shopping
2025-11-11,transaction at ajio,11141.03,Online Shopping
2025-01-12,transaction at oneplus,100422.25,Electronics
2025-08-20,transaction at netmeds,13883.15,Healthcare
2025-11-20,transaction at ola,1285.91,Transport
2025-07-29,transaction at goibibo,22144.04,Travel
2025-05-31,transaction at makemytrip,23459.81,Travel
2025-12-28,transaction at fortis,8108.46,Healthcare
2025-12-23,transaction at reliance digital,51298.36,Electronics
2025-04-01,transaction at max fashion,7202.35,Clothing
2025-11-04,transaction at jio fiber,3241.37,Bills
2025-11-03,transaction at flipkart,3080.65,Online Shopping
2025-12-05,transaction at vistara,10399.09,Travel
2025-02-14,transaction at nykaa,3569.39,Online Shopping
2025-06-25,transaction at sonyliv,917.54,Entertainment
2025-06-17,transaction at aha,389.38,Entertainment
2025-02-05,transaction at airasia,26963.02,Travel
2025-02-20,transaction at hotstar,151.65,Entertainment
2025-01-06,transaction at sony center,65315.68,Electronics
2025-01-02,transaction at tsrtc,1400.82,Transport
2025-02-07,transaction at a2b,1492.08,Food
2025-12-20,transaction at croma,95646.1,Electronics
2025-09-26,transaction at samsung store,28673.15,Electronics
2025-06-29,transaction at water board,1563.47,Bills
2025-07-06,transaction at gas agency,633.61,Bills
2025-03-24,transaction at act fibernet,5752.49,Bills
2025-07-02,transaction at star bazaar,4725.38,Grocery
2025-08-05,transaction at 1mg,7402.97,Healthcare
2025-05-18,transaction at more supermarket,3870.5,Grocery
2025-05-01,transaction at ajio,6143.51,Online Shopping
2025-07-29,transaction at dell exclusive,59745.71,Electronics
2025-12-25,transaction at kauvery,16756.93,Healthcare
2025-02-16,transaction at more supermarket,1879.26,Grocery
2025-06-15,transaction at apollo pharmacy,15451.66,Healthcare
2025-11-09,transaction at aster,144.16,Healthcare
2025-02-09,transaction at wrogn,6484.38,Clothing
2025-01-24,transaction at vistara,6190.34,Travel
2025-11-15,transaction at dmart,2404.45,Grocery
2025-08-18,transaction at bsnl,1987.38,Bills
2025-06-10,transaction at chai point,1274.19,Food
2025-10-02,transaction at amazon,6433.75,Online Shopping
2025-10-28,transaction at sony center,10957.26,Electronics
2025-01-29,transaction at burger king,577.81,Food
2025-03-09,transaction at vistara,14143.03,Travel
2025-08-18,transaction at booking.com,13671.0,Travel
2025-01-23,transaction at nature's basket,3212.51,Grocery
2025-08-23,transaction at spencers,3898.01,Grocery
2025-06-04,transaction at meesho,13556.07,Online Shopping
2025-11-30,transaction at mcdonalds,1230.32,Food
2025-06-21,transaction at makemytrip,1718.55,Travel
2025-12-01,transaction at cloudnine,13883.41,Healthcare
2025-08-25,transaction at apollo hospital,3657.69,Healthcare
2025-08-02,transaction at cloudnine,15892.38,Healthcare
2025-01-31,transaction at indigo,15924.65,Travel
2025-02-22,transaction at goibibo,24250.56,Travel
2025-10-13,transaction at yulu bikes,867.64,Transport
2025-08-28,transaction at ajio,8902.32,Online Shopping
2025-02-04,transaction at goibibo,6301.12,Travel
2025-04-22,transaction at kfc,620.26,Food
2025-07-20,transaction at apple store,36269.36,Electronics
2025-08-08,transaction at gas agency,5004.44,Bills
2025-10-07,transaction at fortis,1467.77,Healthcare
2025-05-25,transaction at burger king,1474.91,Food
2025-04-16,transaction at netflix,792.6,Entertainment
2025-06-18,transaction at us polo,7248.93,Clothing
2025-03-11,transaction at 1mg,18350.66,Healthcare
2025-02-22,transaction at pharmeasy,8683.2,Healthcare
2025-02-21,transaction at samsung store,118113.13,Electronics
2025-06-06,transaction at hp world,107537.16,Electronics
2025-05-07,transaction at adidas,1880.8,Clothing
2025-01-29,transaction at puma,5033.97,Clothing
2025-08-21,transaction at saravana bhavan,314.54,Food
2025-02-02,transaction at pharmeasy,19772.72,Healthcare
2025-07-12,transaction at ola,1673.07,Transport
2025-07-19,transaction at dmart,1194.63,Grocery
2025-10-30,transaction at oneplus,96493.98,Electronics
2025-06-08,transaction at us polo,5840.7,Clothing
2025-12-23,transaction at reliance digital,124561.33,Electronics
2025-01-14,transaction at spotify,232.72,Entertainment
2025-10-27,transaction at oyo,17278.34,Travel
2025-12-12,transaction at nykaa,12970.53,Online Shopping
2025-07-30,transaction at barbeque nation,289.69,Food
2025-07-04,transaction at ccd,1080.35,Food
2025-03-23,transaction at snapdeal,7642.88,Online Shopping
2025-04-24,transaction at dmart,2246.71,Grocery
2025-04-23,transaction at aster,16776.2,Healthcare
2025-05-30,transaction at vistara,15332.82,Travel
2025-01-17,transaction at bmtc,177.26,Transport
2025-05-28,transaction at noise,18067.0,Electronics
2025-10-03,transaction at oneplus,73937.47,Electronics
2025-09-20,transaction at boat lifestyle,114285.92,Electronics
2025-04-27,transaction at tata cliq,14489.34,Online Shopping
2025-06-13,transaction at water board,447.12,Bills
2025-10-21,transaction at saravana bhavan,306.46,Food
2025-05-10,transaction at aha,124.09,Entertainment
2025-10-31,transaction at biba,1306.65,Clothing
2025-10-15,transaction at ajio,4482.29,Online Shopping
2025-05-15,transaction at amazon,6816.61,Online Shopping
2025-06-26,transaction at mcdonalds,590.89,Food
2025-12-19,transaction at h&m,5305.84,Clothing
2025-07-25,transaction at apollo hospital,14740.35,Healthcare
2025-05-12,transaction at croma,13524.12,Electronics
2025-06-01,transaction at croma,138557.16,Electronics
2025-09-09,transaction at ola,1607.41,Transport
2025-06-22,transaction at pantaloons,7803.51,Clothing
2025-11-29,transaction at youtube premium,649.14,Entertainment
2025-06-28,transaction at lenskart,11166.54,Online Shopping
2025-02-17,transaction at samsung store,28206.0,Electronics
2025-05-24,transaction at goibibo,10177.08,Travel
2025-02-04,transaction at tata cliq,9986.03,Online Shopping
2025-05-05,transaction at property tax online,4924.38,Bills
2025-02-19,transaction at reliance fresh,4479.54,Grocery
2025-06-05,transaction at hp world,148880.57,Electronics
2025-03-09,transaction at us polo,1725.88,Clothing
2025-01-31,transaction at snapdeal,18276.61,Online Shopping
2025-11-23,transaction at apollo pharmacy,11558.83,Healthcare
2025-07-09,transaction at ajio,18804.0,Online Shopping
2025-03-24,transaction at flipkart,18493.62,Online Shopping
2025-04-18,transaction at netflix,757.53,Entertainment
2025-12-07,transaction at bmtc,1525.38,Transport
2025-04-25,transaction at kfc,1112.01,Food
2025-09-17,transaction at amazon,18803.98,Online Shopping
2025-07-14,transaction at croma,149593.13,Electronics
2025-03-14,transaction at us polo,7587.1,Clothing
2025-05-19,transaction at air india,4727.39,Travel
2025-09-02,transaction at saravana bhavan,583.89,Food
2025-09-01,transaction at water board,3679.02,Bills
2025-08-08,transaction at goibibo,5018.5,Travel
2025-09-05,transaction at gaana,120.73,Entertainment
2025-02-20,transaction at pantaloons,826.94,Clothing
2025-09-01,transaction at adidas,7308.22,Clothing
2025-03-28,transaction at lenskart,14181.0,Online Shopping
2025-04-06,transaction at asus store,126529.62,Electronics
2025-03-04,transaction at hotstar,231.84,Entertainment
2025-11-26,transaction at aha,229.89,Entertainment
2025-04-26,transaction at chai point,800.04,Food
2025-03-21,transaction at nike,2489.94,Clothing
2025-01-17,transaction at cloudnine,9532.38,Healthcare
2025-05-10,transaction at air india,28566.19,Travel
2025-07-06,transaction at sonyliv,222.85,Entertainment
2025-02-12,transaction at nature's basket,3716.86,Grocery
2025-05-27,transaction at yatra,17116.99,Travel
2025-07-31,transaction at 1mg,11134.31,Healthcare
2025-05-29,transaction at boat lifestyle,12137.62,Electronics
2025-12-22,transaction at vodafone idea,3159.96,Bills
2025-01-22,transaction at aster,496.73,Healthcare
2025-03-28,transaction at ola,941.31,Transport
2025-12-30,transaction at bsnl,3209.71,Bills
2025-07-17,transaction at pharmeasy,15309.57,Healthcare
2025-10-20,transaction at nature's basket,3823.68,Grocery
2025-09-06,transaction at kfc,541.01,Food
2025-03-27,transaction at more supermarket,2120.71,Grocery
2025-08-25,transaction at apollo hospital,785.0,Healthcare
2025-09-30,transaction at 1mg,14582.07,Healthcare
2025-10-23,transaction at rapido,1911.37,Transport
2025-09-02,transaction at act fibernet,5705.34,Bills
2025-02-15,transaction at pantaloons,1000.59,Clothing
2025-11-27,transaction at woodland,4323.63,Clothing
2025-09-30,transaction at youtube premium,270.47,Entertainment
2025-07-29,transaction at 1mg,3670.41,Healthcare
2025-06-22,transaction at sonyliv,996.14,Entertainment
2025-04-01,transaction at meru cabs,1330.9,Transport
2025-05-08,transaction at youtube premium,492.12,Entertainment
2025-01-27,transaction at woodland,3037.51,Clothing
2025-08-23,transaction at youtube premium,448.78,Entertainment
2025-05-09,transaction at nilgiris,1984.03,Grocery
2025-08-21,transaction at ajio,495.2,Online Shopping
2025-07-29,transaction at 1mg,5966.86,Healthcare
2025-04-12,transaction at woodland,6077.79,Clothing
2025-06-11,transaction at paradise biryani,1091.28,Food
2025-07-16,transaction at nilgiris,1903.08,Grocery
2025-06-08,transaction at air india,26694.78,Travel
2025-07-01,transaction at h&m,1225.15,Clothing
2025-03-05,transaction at pantaloons,2574.11,Clothing
2025-05-18,transaction at jio fiber,3620.32,Bills
2025-05-31,transaction at flipkart,12282.51,Online Shopping
2025-02-09,transaction at gas agency,5615.83,Bills
2025-12-01,transaction at kauvery,12388.0,Healthcare
2025-02-06,transaction at spencers,3347.79,Grocery
2025-07-31,transaction at air india,9980.26,Travel
2025-10-30,transaction at aster,6307.37,Healthcare
2025-12-26,transaction at a2b,1061.67,Food
2025-10-12,transaction at bigbazaar,444.84,Grocery
2025-07-31,transaction at youtube premium,336.09,Entertainment
2025-11-21,transaction at jio fiber,978.61,Bills
2025-04-05,transaction at ola,721.83,Transport
2025-01-01,transaction at more supermarket,3025.08,Grocery
2025-11-24,transaction at us polo,2118.96,Clothing
2025-02-15,transaction at sony center,77877.7,Electronics
2025-01-24,transaction at pepperfry,672.53,Online Shopping
2025-09-04,transaction at dominos,444.4,Food
2025-10-01,transaction at apollo hospital,13171.88,Healthcare
2025-04-19,transaction at fortis,6903.73,Healthcare
2025-11-03,transaction at samsung store,35067.78,Electronics
2025-08-07,transaction at zara,6095.3,Clothing
2025-06-02,transaction at netmeds,9767.87,Healthcare
2025-06-22,transaction at flipkart,3579.59,Online Shopping
2025-05-15,transaction at yulu bikes,848.88,Transport
2025-04-15,transaction at amazon prime,907.18,Entertainment
2025-05-11,transaction at saravana bhavan,483.77,Food
2025-11-28,transaction at nykaa,1614.22,Online Shopping
2025-08-19,transaction at metro rail,887.57,Transport
2025-05-28,transaction at tsrtc,741.71,Transport
2025-01-23,transaction at meesho,2291.27,Online Shopping
2025-03-14,transaction at tata cliq,10871.57,Online Shopping
2025-04-02,transaction at bsnl,5271.77,Bills
2025-05-12,transaction at bsnl,4713.24,Bills
2025-09-03,transaction at 1mg,9094.59,Healthcare
2025-03-01,transaction at croma,112609.25,Electronics
2025-02-16,transaction at jio fiber,4415.83,Bills
2025-03-16,transaction at bigbazaar,4168.64,Grocery
2025-05-28,transaction at water board,1075.87,Bills
2025-03-06,transaction at samsung store,121541.52,Electronics
2025-04-19,transaction at oyo,2924.72,Travel
2025-09-27,transaction at netmeds,10397.24,Healthcare
2025-04-18,transaction at aster,10797.11,Healthcare
2025-09-19,transaction at burger king,466.37,Food
2025-07-20,transaction at kfc,395.42,Food
2025-02-12,transaction at air india,21065.82,Travel
2025-06-27,transaction at bsnl,2344.67,Bills
2025-04-17,transaction at biba,5205.98,Clothing
2025-03-16,transaction at irctc,8160.58,Travel
2025-02-20,transaction at bigbazaar,4917.56,Grocery
2025-04-30,transaction at yatra,14834.64,Travel
2025-02-13,transaction at a2b,345.43,Food
2025-03-29,transaction at hotstar,632.75,Entertainment
2025-05-09,transaction at aha,263.64,Entertainment
2025-03-27,transaction at redbus,526.74,Transport
2025-06-20,transaction at burger king,712.88,Food
2025-12-11,transaction at indigo,18219.06,Travel
2025-01-30,transaction at pizza hut,1022.11,Food
2025-07-18,transaction at goibibo,7982.16,Travel
2025-02-22,transaction at apollo pharmacy,8579.84,Healthcare
2025-10-28,transaction at spotify,375.8,Entertainment
2025-03-29,transaction at yulu bikes,650.37,Transport
2025-08-31,transaction at pharmeasy,6970.24,Healthcare
2025-08-20,transaction at 1mg,7207.73,Healthcare
